customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Risk_Category,Segment,Cluster,PCA1,PCA2
908,Female,0,0,0,46,0,1,DSL,0,2,0,0,0,0,Month-to-month,0,0,30.3,1380.1,0.2587132391846974,Low,0,2,-1.1037000825605858,-1.0088603564851448
2805,Female,0,1,1,38,1,2,DSL,0,2,2,0,2,2,One year,0,1,78.95,2862.55,0.0775589576543757,Low,2,0,-1.0274876971910034,0.2737735069918513
5138,Male,0,0,0,24,1,0,No,1,1,1,1,1,1,One year,0,1,20.45,527.35,0.0503387366567057,Low,0,2,-0.9253513203580475,-1.8177848072063905
1978,Male,0,1,1,16,0,1,DSL,0,0,2,0,0,2,Month-to-month,1,2,76.08853969163177,1222.3876583286008,0.9276816834420992,High,1,1,1.1874928861125575,0.34070728604893114
4437,Female,0,1,1,69,1,2,Fiber optic,0,2,2,0,2,0,One year,0,1,95.75,6511.25,0.0680694723301991,Low,2,0,-1.8420902621945088,1.3175455717308213
3099,Male,0,0,0,32,0,1,DSL,0,0,1,0,0,0,Month-to-month,1,2,70.79893452159305,2130.9996612966274,0.9515607818914898,High,1,1,0.7651750773984703,0.458361166208708
4695,Male,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,2,50.517282899725366,50.517282899725366,0.9485101185984272,High,0,1,1.5418991731535057,-0.70264375908092
745,Female,0,0,0,17,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,1,76.22152297529962,1313.6631512142897,0.9431636636112326,High,1,1,1.1895167790415968,0.371307124561777
330,Female,0,1,0,61,1,2,Fiber optic,2,0,2,2,2,0,Month-to-month,0,0,99.4,5943.65,0.3461630620570628,Low,2,0,-1.0765650271248084,1.470108004550055
5066,Male,1,0,0,72,1,2,Fiber optic,0,2,2,2,2,2,Two year,1,0,108.1,7774.05,0.0561856075610895,Low,2,0,-1.8983431854224089,1.7489156297549098
4113,Female,0,0,0,29,1,0,DSL,0,0,2,2,2,2,One year,1,0,75.35,2243.9,0.0705675327546794,Low,1,0,-0.8043149007863066,0.00486194621178444
3064,Female,0,0,0,3,0,1,DSL,0,0,0,0,1,1,Month-to-month,1,2,80.60434814571067,215.1622372026768,0.9517623673493504,High,1,1,1.6140102880641232,0.27892142598917935
4841,Male,0,0,0,54,1,2,Fiber optic,0,0,2,2,0,2,Two year,1,0,95.1,5064.85,0.069140960164753,Low,2,0,-1.424350067653652,1.045445261384786
4695,Male,0,0,0,2,1,0,DSL,2,0,0,0,0,0,Month-to-month,0,3,50.95,123.05,0.1524690293314042,Low,0,2,0.005377301219287137,-1.1656711526349892
350,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,72.45340842542029,72.45340842542029,0.9476231101877997,High,1,1,1.6289598202173559,-0.01354518860773145
1206,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,1,80.85,802.531092225444,0.9443471850110416,High,1,1,1.4057109137705837,0.39980152961490245
3325,Male,0,0,0,1,1,2,DSL,0,0,0,0,0,0,Month-to-month,1,3,50.1,50.1,0.7749694845183513,Medium,0,1,1.2109404937262709,-0.8233378319721907
49,Female,0,0,0,29,1,0,Fiber optic,0,0,0,2,2,2,Month-to-month,1,2,94.2,2607.6,0.2009919123160583,Low,1,0,-0.48059322166876606,0.6783339079839663
6528,Male,0,0,0,1,1,2,Fiber optic,0,0,0,0,0,2,Month-to-month,1,2,85.0,85.0,0.9490455225807904,High,1,1,1.6824164878767953,0.3817880132326619
961,Female,0,0,0,24,1,0,No,1,1,1,1,1,1,Two year,0,3,20.75,487.05,0.0467036555672456,Low,0,2,-0.931034744776532,-1.8106064571586438
3912,Female,0,0,1,33,1,0,No,1,1,1,1,1,1,One year,1,3,20.15,682.15,0.0492320664033756,Low,0,2,-1.1796668215231085,-1.6765049742920193
5331,Female,0,1,0,42,1,2,Fiber optic,0,2,2,0,2,0,Month-to-month,1,0,95.25,3959.35,0.3426423076398718,Low,2,0,-0.5701409453704179,1.0178369767900333
3334,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,70.4,281.0,0.888101030250453,High,1,1,1.4240499784643046,-0.06453313393086998
170,Female,0,1,1,7,0,1,DSL,2,2,2,0,2,2,Month-to-month,0,3,58.85,465.7,0.1656234667253271,Low,1,2,-0.07714965848276666,-0.8250396049673309
4877,Female,0,0,0,18,1,2,DSL,2,0,2,0,2,0,Month-to-month,0,3,69.5,1199.4,0.0894589936690454,Low,1,2,-0.4853569726951867,-0.3523867118700038
6677,Female,0,0,1,52,1,0,No,1,1,1,1,1,1,One year,0,1,19.65,928.4,0.0470713451515613,Low,0,2,-1.715682550546224,-1.3739468503833179
2722,Male,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,70.0,1144.5,0.8951203158012563,High,1,1,1.073191377508642,0.145927746395201
3344,Male,1,1,0,71,1,2,DSL,2,2,2,2,0,2,Two year,1,0,82.7,5831.2,0.0486678793787483,Low,2,0,-1.987474863195619,0.9288846242065582
5254,Male,0,1,0,57,1,0,No,1,1,1,1,1,1,Two year,1,0,19.6,1134.25,0.0489630706006769,Low,0,2,-1.8517411251330194,-1.2902364120239576
6429,Female,0,0,0,40,1,0,DSL,0,0,0,2,0,0,Month-to-month,1,2,51.1,2092.9,0.1552132884890652,Low,0,2,-1.0485955375276477,-0.5200202114669139
5294,Female,0,0,0,1,1,2,Fiber optic,0,1,0,0,0,0,Month-to-month,1,2,79.32858924430462,79.32858924430462,0.950969907269612,High,1,1,1.663123795553929,0.2046777982333176
3682,Female,0,0,1,33,0,1,DSL,2,0,0,2,0,0,One year,0,1,34.05,1113.95,0.0597806872023601,Low,0,2,-1.1034190954984806,-1.23296485881946
1027,Female,0,1,1,52,1,2,Fiber optic,0,2,0,2,0,2,Month-to-month,1,0,93.25,4631.7,0.0820048308563006,Low,2,0,-1.3516485870155734,0.9616134526495959
614,Male,0,1,0,70,1,0,Fiber optic,2,2,2,2,2,2,One year,1,0,110.3545429683355,7569.058990799466,0.8506650058726573,High,2,0,-0.3260238601067282,2.278637601808335
121,Male,0,0,0,22,0,1,DSL,0,2,0,0,2,2,Month-to-month,1,2,50.35,1098.85,0.2965526391088848,Low,0,2,-0.28145270725855687,-0.7587803864738757
6256,Male,0,0,0,28,1,2,Fiber optic,0,1,2,0,2,2,Month-to-month,1,1,105.44112653913812,2977.8118533467737,0.9504345961859196,High,1,1,1.0147413854764096,1.4794888792707759
5987,Female,0,0,0,57,1,0,No,1,1,1,1,1,1,Two year,0,1,18.8,1094.35,0.0547317929719616,Low,0,2,-1.844032170390859,-1.3118116182281752
2524,Male,0,0,0,35,1,2,DSL,1,0,1,1,1,2,Month-to-month,1,1,85.47324062825085,3087.292862486595,0.9524123085899072,High,2,1,0.742488975274724,0.9706994029667138
3966,Female,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,3,69.95,143.9,0.5040102260985287,Medium,1,1,0.7492459079484972,-0.3504164707115633
4610,Male,0,1,0,8,0,1,DSL,1,1,0,0,0,2,Month-to-month,1,1,84.83243421125479,703.3311345170273,0.9524204282705728,High,1,1,1.4929181958578917,0.4963656023985933
3731,Female,0,1,1,42,1,0,DSL,0,0,2,2,2,2,One year,0,2,73.15,3088.25,0.0628232853237593,Low,2,0,-1.1904673497291163,0.14958105972218852
761,Female,1,1,0,28,1,2,Fiber optic,0,2,0,2,2,2,Month-to-month,1,2,105.8,2998.0,0.2931536401719887,Low,1,0,-0.23091099158616066,1.083333224593953
1927,Male,0,1,1,56,1,2,Fiber optic,0,2,2,2,0,2,One year,1,1,99.75,5608.4,0.0817886331493326,Low,2,0,-1.4373192157072094,1.2331202962795744
3033,Male,0,1,1,27,1,0,DSL,0,2,0,0,0,0,Month-to-month,0,3,49.85,1336.15,0.0708569314758631,Low,0,2,-0.8511490166695913,-0.8302953828725893
956,Male,0,1,1,20,1,2,DSL,2,0,0,0,2,2,One year,0,0,76.0,1588.75,0.0649704914546846,Low,1,2,-0.5613028696283974,-0.12956978628467167
2938,Female,0,1,1,69,1,2,No,1,1,1,1,1,1,Two year,0,0,24.45,1718.2,0.0465999788483558,Low,0,2,-2.171273311959155,-0.9373590623733385
1696,Male,0,1,0,23,1,2,DSL,0,0,0,2,2,2,Month-to-month,1,1,73.65,1642.75,0.1313091214450308,Low,1,2,-0.5286084334661122,-0.11186315582677361
342,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,3,68.6589607376942,68.6589607376942,0.9420279689374632,High,1,1,1.602993158332481,-0.13630692200197342
4618,Male,0,1,1,69,0,1,DSL,0,2,2,0,2,2,Two year,1,1,54.95,3772.5,0.0665928238270921,Low,2,0,-2.009950330164971,0.033921693367497466
3003,Female,0,0,0,10,0,1,DSL,0,2,0,2,0,0,Month-to-month,0,2,35.75,389.8,0.1343363397998069,Low,0,2,-0.3136323657258676,-1.520207555141125
2697,Female,0,0,0,2,1,0,No,1,1,1,1,1,1,Month-to-month,1,2,19.65,31.2,0.1696049968995231,Low,0,2,-0.08873507690847007,-2.139087481853145
4024,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,3,25.425947485090347,70.99549244425549,0.8686586994555855,High,0,1,1.2331051833667022,-1.507343369970242
1910,Male,0,1,1,64,1,2,Fiber optic,2,2,0,2,2,2,Two year,0,0,110.3,6997.3,0.066304028220631,Low,2,0,-1.6471316524661805,1.6897779632117864
3189,Male,0,0,1,2,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,1,38.1466787570565,87.03794076112402,0.94604050610792,High,0,1,1.45927842688225,-1.0762712998790467
4061,Female,1,1,0,10,1,0,Fiber optic,0,2,2,2,2,0,Month-to-month,1,3,92.5,934.1,0.3671074459867074,Low,1,1,0.3576050089694155,0.40824316942536315
2990,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,69.55,521.35,0.745063394142698,Medium,1,1,1.06554879219286,-0.12945719648326243
6497,Male,0,0,0,4,0,0,DSL,0,0,0,0,2,0,Month-to-month,1,2,78.1480701361671,293.0794089749238,0.9508504664807031,High,1,1,1.5744539681405827,0.2179553361665151
1720,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,2,75.03953810159867,75.03953810159867,0.9409422745648124,High,1,1,1.6267461221998767,0.06361862662830405
2885,Female,1,0,0,71,1,2,Fiber optic,0,2,0,2,2,2,Two year,1,2,106.8,7623.2,0.1143351877321788,Low,2,0,-1.7653820923280525,1.7272690895598872
3551,Male,1,1,0,29,0,1,DSL,2,0,2,0,0,2,Month-to-month,1,2,45.0,1228.65,0.1722846009934771,Low,0,2,-0.734102488565831,-0.8862568848930638
1200,Female,0,0,0,32,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,0,1,79.96948679175333,2656.8293521390783,0.8192277968909477,High,1,1,0.5511905342186483,0.6646423965663008
2835,Male,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Month-to-month,0,2,70.57624140874115,562.5420523755001,0.951989631206681,High,1,1,1.4344267156569295,0.04789904649953327
1465,Male,0,0,1,46,1,0,Fiber optic,2,2,0,2,2,2,One year,1,0,105.2,4822.85,0.3057173643786968,Low,2,0,-0.7115044560207148,1.3750529632796695
2070,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,3,74.22817478256013,74.22817478256013,0.9444658155174276,High,1,1,1.6301491694797088,0.040294416698353645
2521,Male,0,1,1,52,1,0,No,1,1,1,1,1,1,Two year,0,3,19.35,1031.7,0.0472784531651891,Low,0,2,-1.7165032544429988,-1.3832501476878742
2421,Female,0,1,1,40,1,2,No,1,1,1,1,1,1,Two year,0,1,25.25,1006.9,0.0472350930232871,Low,0,2,-1.3580473624785165,-1.399650673794527
4439,Male,1,1,0,30,1,2,Fiber optic,0,2,0,0,2,0,Month-to-month,1,2,90.05,2627.2,0.7380862471867842,Medium,1,1,0.493794539437877,0.8976207111833447
3435,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,26.92889416194736,26.92889416194736,0.9481695199148096,High,0,1,1.4458249943530943,-1.4444486989941099
3875,Female,0,1,1,65,1,0,DSL,2,0,0,2,2,2,Two year,1,0,74.8,4820.15,0.0464291185455829,Low,2,0,-1.856347722528335,0.5781975880929522
6666,Female,0,0,0,10,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,75.05,786.3,0.8071996771419864,High,1,1,1.1220273720321288,0.1324401000470175
2831,Female,1,1,0,36,1,2,Fiber optic,0,2,0,0,2,2,Month-to-month,1,2,96.5,3436.1,0.296899724785757,Low,2,0,-0.48453983261633976,0.9278488477461553
5421,Female,0,0,1,39,1,2,Fiber optic,0,0,0,2,2,2,Two year,0,3,100.55,3895.35,0.0638463866326996,Low,2,0,-0.9940108004689078,0.9611762288378236
7027,Male,0,0,0,13,1,0,DSL,2,0,0,2,0,0,One year,0,3,55.15,742.9,0.0627828210581649,Low,0,2,-0.4545795069506457,-0.9041813005547698
451,Male,1,0,0,1,0,1,DSL,0,0,0,0,0,0,Month-to-month,1,3,25.8,25.8,0.8188054004441117,High,0,1,1.195806587659435,-1.5601307366028168
1303,Female,0,1,0,56,1,0,Fiber optic,0,0,0,0,2,2,Month-to-month,0,3,89.7,4952.95,0.2456793400777016,Low,2,0,-1.1670158905412407,1.0187523079425087
5239,Male,0,0,0,6,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,0,2,79.6043845094201,473.9162404649604,0.9189757077638852,High,1,1,1.464089152650964,0.27762553411921603
6164,Female,0,0,0,5,0,1,DSL,2,2,2,2,0,0,Month-to-month,1,3,43.25,219.0,0.4443986552377025,Low,0,2,0.44445732194866766,-1.1763224678039486
6989,Female,0,0,0,11,1,0,No,1,1,1,1,1,1,Month-to-month,0,3,20.35,215.25,0.0546000113920275,Low,0,2,-0.5551121126013919,-2.0369725106937846
4199,Female,0,0,0,53,0,1,DSL,0,0,2,2,2,2,One year,0,1,54.9,3045.75,0.0798041494123609,Low,2,2,-1.5388599414551352,-0.22861190623029545
4793,Female,0,1,1,42,1,0,DSL,2,2,0,0,0,0,Month-to-month,0,3,54.5,2301.15,0.0947936777697976,Low,0,2,-1.2052571858183547,-0.4169371187574361
5166,Female,1,0,0,24,1,2,Fiber optic,0,2,0,0,0,0,Month-to-month,1,2,80.5,2088.45,0.7291657370635839,Medium,1,1,0.6055687864127638,0.49091752058801275
4524,Male,0,0,0,48,1,2,Fiber optic,0,2,2,1,2,2,One year,1,0,107.81800304972916,5251.944953178985,0.9385876167285316,High,2,0,0.44409667462826696,1.8833105210964252
601,Female,0,0,0,56,1,2,Fiber optic,2,2,0,0,0,0,Month-to-month,1,2,86.4,4922.4,0.1389483427641038,Low,2,0,-1.3828742339128497,0.8488429369601849
6753,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,70.05,70.05,0.7499139053078085,Medium,1,1,1.2441094902251362,-0.21166265336061046
3959,Male,0,0,0,1,1,0,No,1,1,1,1,1,1,Month-to-month,0,3,20.65704129513481,20.65704129513481,0.8720936124048018,High,0,1,1.2761078836334585,-1.688787343600138
4553,Female,0,0,0,4,1,2,Fiber optic,0,2,0,1,0,0,Month-to-month,1,2,86.05545458814134,397.5334575599351,0.9494043916175507,High,1,1,1.60369992738015,0.46565867853877696
5817,Female,0,0,0,1,1,0,No,1,1,1,1,1,1,Month-to-month,0,3,20.25,20.25,0.1230974789971819,Low,0,2,-0.14666053108323093,-2.1658753557989
4937,Female,0,1,1,15,1,0,Fiber optic,2,0,0,2,2,2,One year,0,2,101.9,1667.25,0.2580500927655885,Low,1,0,0.04926556157031352,0.7202759283514043
5499,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,2,0,Month-to-month,1,2,80.65,144.15,0.8271204690391726,High,1,1,1.4055924760493845,0.18627114839747594
740,Female,0,1,0,63,1,2,DSL,2,2,2,2,0,2,One year,0,1,80.0,5040.2,0.0536996327335586,Low,2,0,-1.7657377935966896,0.71254303265621
3621,Male,1,0,0,10,0,1,DSL,0,0,0,2,0,0,Month-to-month,1,2,29.65,291.4,0.4781772946189797,Low,0,2,0.3140828119576067,-1.49884338909618
6571,Male,0,1,0,33,1,2,DSL,1,1,0,1,0,0,Month-to-month,0,2,69.92405026046994,2352.3630398507275,0.9499887146722108,High,1,1,0.7307637814886886,0.44670318396884523
2164,Male,0,0,0,2,1,0,DSL,0,2,0,0,0,0,Month-to-month,1,1,49.05,91.1,0.5787954892886182,Medium,0,1,0.8065891802507402,-0.9611319785238501
2679,Male,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,2,44.35,927.15,0.6265495338625299,Medium,0,1,0.37617797996194335,-0.7764979382965527
5745,Male,0,0,0,4,0,1,DSL,0,0,0,0,1,2,Month-to-month,1,2,93.0391398121842,398.0973986643048,0.9513150206987856,High,1,1,1.6355779223965778,0.6864026700317276
850,Female,0,0,0,3,1,2,DSL,0,0,0,2,2,0,Month-to-month,1,3,65.25,209.9,0.4781169120294563,Low,1,1,0.6532135572204659,-0.49740837915118424
6587,Female,0,0,0,6,1,0,DSL,0,0,0,2,0,0,Month-to-month,0,3,50.05,288.35,0.177226095929915,Low,0,2,-0.06284688962266434,-1.111331885589136
3906,Female,0,1,1,46,1,2,No,1,1,1,1,1,1,One year,0,2,24.9,1174.8,0.0532486125356281,Low,0,2,-1.515388158278054,-1.3059949328984324
4974,Female,0,1,1,72,1,2,No,1,1,1,1,1,1,Two year,0,1,24.1,1734.65,0.0462437804066914,Low,0,2,-2.257032451731066,-0.8981176510037029
4898,Female,0,0,0,1,1,2,DSL,0,2,0,0,0,0,Month-to-month,0,2,54.3,54.3,0.7992998987529089,Medium,1,1,1.2740955543861912,-0.6762122613289718
3007,Female,0,1,0,72,1,2,No,1,1,1,1,1,1,Two year,0,3,25.4,1710.9,0.0463356999393146,Low,0,2,-2.2515988352750136,-0.8571900566858228
4890,Female,1,1,1,26,1,2,Fiber optic,0,2,2,0,2,2,Month-to-month,0,2,105.75,2710.25,0.3975747550116702,Low,1,0,0.022790309688813067,1.1128464112510312
4499,Male,0,0,0,1,1,0,Fiber optic,2,0,0,0,1,1,Month-to-month,1,2,94.89075223593036,94.89075223593036,0.951520990299829,High,1,1,1.7271268664714434,0.6942772287461872
3281,Male,1,0,0,51,1,0,No,1,1,1,1,1,1,Two year,0,1,19.6,967.9,0.0481055985708842,Low,0,2,-1.6860333484651202,-1.3916996262527794
1508,Female,0,0,0,9,1,2,Fiber optic,0,0,0,0,2,0,Month-to-month,1,2,85.5,791.7,0.9003607011918572,High,1,1,1.3689532561274804,0.5019040901886069
6877,Male,1,1,0,50,1,2,Fiber optic,1,0,0,0,0,0,Month-to-month,1,1,78.8744926581417,3793.895288877193,0.9383529115009508,High,2,1,0.27078077883928436,1.0068557976164652
4081,Male,0,1,0,72,1,2,Fiber optic,2,2,2,0,2,0,Two year,0,0,100.65,7334.05,0.0482478849401386,Low,2,0,-1.943543296576137,1.5097750969167736
6861,Male,0,0,0,4,1,0,Fiber optic,2,0,2,2,0,2,Month-to-month,1,0,94.4,387.2,0.7806799740507407,Medium,1,1,1.3173257747963523,0.6234126496819735
3356,Male,0,0,0,9,1,1,DSL,0,2,0,0,0,0,Month-to-month,0,1,73.26403063829113,743.1077968084453,0.904220581417704,High,1,1,1.3267756811631435,0.11961093088256564
1076,Female,0,1,1,68,1,2,DSL,2,2,2,2,2,2,Two year,1,1,92.2,6392.85,0.0483776498718081,Low,2,0,-1.8659254795524616,1.1769087527107651
751,Male,0,1,0,53,1,2,Fiber optic,0,2,1,0,2,2,Month-to-month,1,1,101.48806808843985,5216.835586369116,0.9406343197379832,High,2,0,0.2829263769421494,1.7696825638340632
260,Male,0,1,1,46,1,0,No,1,1,1,1,1,1,Two year,0,3,19.4,967.85,0.0484659872863667,Low,0,2,-1.5467130700583482,-1.481873747648348
4824,Male,0,1,1,45,1,2,No,1,1,1,1,1,1,Two year,1,1,24.65,1171.3,0.0497831444154432,Low,0,2,-1.4950856957634115,-1.3328248031444783
512,Male,0,1,1,64,1,2,Fiber optic,2,0,0,2,0,0,Month-to-month,1,0,86.8,5327.25,0.0610192197434059,Low,2,0,-1.7522292386478673,0.9476870321908971
4449,Male,0,1,1,20,1,2,No,1,1,1,1,1,1,Month-to-month,1,0,25.55,507.4,0.0614257082421484,Low,0,2,-0.7721264808413597,-1.7178613869847168
2633,Male,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,2,65.80895035286795,117.96527841760889,0.9511342381461976,High,1,1,1.5808521364066364,-0.20344143017424912
2799,Male,0,1,0,29,1,2,Fiber optic,0,1,0,1,2,0,Month-to-month,1,1,95.58581954958484,2871.885946375475,0.9513829195399296,High,1,1,0.9487814762879364,1.1870583262071102
646,Female,1,1,0,58,1,2,Fiber optic,0,0,2,0,2,2,Month-to-month,1,2,98.7,5812.6,0.7836920116457816,Medium,2,0,-0.1655758814671099,1.6688523090154306
3251,Female,0,1,1,18,1,0,Fiber optic,2,0,2,0,2,0,Month-to-month,1,3,87.9,1500.5,0.2451489629654798,Low,1,0,-0.11551765433002065,0.3225994759656548
4624,Male,0,0,0,7,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,2,78.07608458431932,570.8596245491535,0.9423685996166996,High,1,1,1.4744021611739955,0.2609002499325428
2296,Female,1,0,0,2,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,1,3,72.6,154.3,0.7586325851687793,Medium,1,1,1.2430790647926124,-0.10926684945378391
6802,Female,0,1,0,46,0,1,DSL,2,0,2,2,0,0,Two year,0,1,40.4,1842.7,0.0464965427783795,Low,0,2,-1.465493343108884,-0.8228769515664185
5459,Male,0,1,1,49,1,0,DSL,0,2,2,0,2,2,One year,0,1,78.0,3824.2,0.0621482663376008,Low,2,0,-1.3673510427628537,0.41939508559148747
6482,Female,0,0,0,37,1,2,DSL,2,2,2,2,0,0,One year,0,2,67.45,2443.3,0.1708691981647075,Low,1,0,-0.8690784532437833,-0.0467546177968604
528,Male,0,1,1,71,0,1,DSL,2,2,0,2,2,2,Two year,0,0,59.7,4122.65,0.0476356562129981,Low,2,0,-2.0824809541893217,0.20514927199853042
465,Female,0,1,1,50,1,0,DSL,2,0,0,2,2,2,One year,0,2,75.5,4025.6,0.0605749909564147,Low,2,0,-1.4083391132599088,0.3566444471894109
4305,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,2,Month-to-month,0,1,80.15,80.15,0.9463861111359936,High,1,1,1.6577497008135011,0.22766065315019748
685,Female,0,0,1,7,1,0,No,1,1,1,1,1,1,One year,0,3,19.45,136.75,0.0564034524198575,Low,0,2,-0.4437748346061832,-2.1314374137433485
3836,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,2,Month-to-month,0,2,88.73176763493571,88.73176763493571,0.9413846023085144,High,1,1,1.6829779403839662,0.49436192594633804
701,Male,1,1,0,63,1,2,Fiber optic,0,2,2,0,2,2,Month-to-month,1,2,103.5,6479.4,0.1992547784594237,Low,2,0,-1.3944956805743607,1.5415853666649595
4435,Male,0,0,0,42,1,0,DSL,2,2,2,2,0,2,One year,0,1,73.9,3160.55,0.0724837435807263,Low,2,0,-1.1691037397005988,0.17914862858438424
3451,Female,0,0,0,11,0,1,DSL,0,0,2,0,2,0,One year,1,2,41.6,470.6,0.345279783589077,Low,0,2,0.08238242201342495,-1.188707277804724
838,Male,0,0,0,9,1,2,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,76.85,663.55,0.9186780101059706,High,1,1,1.3687139596555609,0.241311922152932
3372,Male,1,0,0,8,1,2,Fiber optic,0,0,1,0,1,2,Month-to-month,1,1,98.4137288034152,831.5005959583127,0.95222268138152,High,1,1,1.547486764032923,0.9232244530477196
3240,Male,0,1,1,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,3,45.5,285.2,0.3630319342729902,Low,0,2,0.271288025759213,-1.139200884754498
3723,Male,1,1,1,72,1,2,DSL,2,2,2,2,2,2,Two year,1,0,90.15,6716.45,0.0476443047411839,Low,2,0,-1.9871667551780448,1.1792921348591976
3952,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,2,2,Month-to-month,0,2,94.82820169863808,1079.4671748391988,0.9463823805462156,High,1,1,1.4103436640304516,0.8741667766468347
4789,Female,0,0,0,52,1,0,Fiber optic,0,2,2,1,2,2,Month-to-month,1,0,104.8763394580448,5433.156687639715,0.9455127405453422,High,2,0,0.33377907009473384,1.8624083159329308
6182,Female,0,0,0,1,1,0,DSL,2,0,0,0,0,0,Month-to-month,1,1,49.8,49.8,0.1292285067392041,Low,0,2,-0.015481795145687195,-1.233054312981053
2403,Male,0,1,1,35,1,0,No,1,1,1,1,1,1,Two year,0,1,19.7,730.4,0.047422974662977,Low,0,2,-1.2406980705387463,-1.6581300291291619
158,Female,0,0,0,3,1,0,Fiber optic,0,2,2,0,0,2,Month-to-month,0,2,90.4,268.45,0.6157249166263994,Medium,1,1,1.0160521672862304,0.3785818874255649
1347,Male,0,0,0,47,1,1,Fiber optic,0,2,1,0,2,2,One year,1,0,105.76344923808271,4985.592921599559,0.9406028689942242,High,2,0,0.4674976762187337,1.8031448152207261
2712,Male,0,0,0,2,1,0,DSL,2,0,0,0,2,2,Month-to-month,1,2,70.75,146.9,0.2419615523454497,Low,1,1,0.2552794326419757,-0.4877052251094205
5691,Male,0,0,0,12,0,1,DSL,0,0,1,0,1,1,Month-to-month,1,2,60.31270689680422,747.3749678888453,0.9522393577421154,High,1,1,1.281822448599417,-0.20733295389056272
4307,Female,0,1,0,72,1,2,DSL,2,2,2,2,0,0,Two year,0,3,68.15,4808.7,0.047486356560089,Low,2,0,-2.0764684772125395,0.48753766661520265
6273,Male,0,1,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,3,44.25,313.45,0.1899508090947091,Low,0,2,-0.09005671169713293,-1.2689679068010817
5159,Male,0,1,0,55,1,2,Fiber optic,0,2,2,0,2,0,Month-to-month,1,1,94.45,5073.1,0.4668033557335657,Low,2,0,-0.7003566686507797,1.2883366421487124
3770,Female,0,0,0,3,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,2,70.44306577067422,181.4895430437926,0.9460471586674396,High,1,1,1.562058484427274,-0.04408123393744315
1067,Male,0,0,0,19,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,2,47.28248558152365,891.5907530346541,0.9504727530437408,High,0,1,1.0305323377356832,-0.5003306915146489
169,Female,0,1,1,72,1,2,DSL,2,2,2,2,0,0,Two year,0,0,69.85,5102.35,0.047385608222991,Low,2,0,-2.0697822038751124,0.5409214029067952
5633,Male,1,0,0,40,1,0,Fiber optic,2,2,0,0,0,0,Month-to-month,1,1,79.2,3233.85,0.1358943668089618,Low,2,0,-0.9715707785937718,0.35143834806423196
3865,Female,0,0,0,27,1,0,DSL,2,0,0,2,0,0,Month-to-month,0,3,53.45,1461.45,0.0590684843417336,Low,0,2,-0.8589520760054645,-0.7244226939819333
338,Male,1,0,0,5,1,0,Fiber optic,0,0,2,0,0,0,Month-to-month,1,0,76.68991337882048,348.15632040016624,0.9206759735981128,High,1,1,1.483413672878781,0.17022968879676487
994,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,2,69.15,69.15,0.9366994373479076,High,1,1,1.5948694925216704,-0.1241722447605468
